Date,Team,Opponent,Location,WAB,ADJO,ADJD,EFF,EFG%,TO%,OR%,FTR,2P,3P,Opp EFF,Opp EFG%,Opp TO%,Opp OR%,Opp FTR,Opp 2P,Opp 3P,Opponent_score,Team_score,opp_adj_o,opp_adj_d
2024-11-23,Illinois,Maryland Eastern Shore,H,-0.1,99.3,69.6,119.7,51.4,12.4,44.2,24.3,23-34,10-40,55.0,25.7,20.6,25.9,11.8,10-48,5-20,40,87,72.6,100.3
2024-11-25,Illinois,Little Rock,H,0.0,126.6,62.8,134.3,51.5,11.7,50.0,38.2,20-37,10-31,49.6,26.4,20.4,15.9,21.8,10-41,3-14,34,92,66.3,113.5
2024-11-28,Illinois,Arkansas,N,0.5,139.4,98.8,124.8,65.8,15.2,22.2,38.6,15-26,15-31,106.7,52.6,15.2,26.3,46.6,23-41,5-17,77,90,118.4,115.8
2024-12-06,Illinois,Northwestern,A,0.1,101.5,87.0,87.8,44.0,14.6,17.1,16.4,16-33,9-34,93.1,41.7,5.3,21.3,23.6,24-51,4-21,70,66,101.6,83.3
2024-12-10,Illinois,Wisconsin,H,0.5,118.9,97.1,116.3,50.0,17.6,45.5,39.1,17-31,10-33,108.2,52.4,16.2,30.6,33.3,18-34,10-29,80,86,124.6,104.4
2024-12-14,Illinois,Tennessee,H,0.3,116.1,89.7,97.4,33.3,16.7,32.4,70.6,11-28,4-23,100.5,37.1,9.1,40.5,45.2,14-38,6-24,66,64,113.7,88.9
2024-11-06,Virginia,Campbell,H,0.0,106.4,103.4,110.7,64.3,18.7,18.2,42.9,18-29,6-13,95.4,47.3,15.3,20.0,7.1,10-27,11-29,56,65,106.4,110.5
2024-11-11,Virginia,Coppin St.,H,0.0,89.9,84.4,97.4,49.0,18.9,18.8,23.1,12-25,9-27,70.7,32.0,15.7,10.8,32.0,10-31,4-19,45,62,78.6,97.5
2024-11-15,Virginia,Villanova,N,0.5,112.5,83.6,111.7,65.3,19.1,12.0,18.4,11-24,14-25,95.7,43.5,20.7,33.3,31.5,10-22,9-32,60,70,104.7,113.6
2024-11-21,Virginia,Tennessee,N,0.3,89.9,89.1,69.4,34.7,29.8,30.6,22.4,8-29,6-20,105.8,44.7,11.6,43.9,15.2,16-41,9-25,64,42,109.9,76.3
2024-11-22,Virginia,St. John's,N,0.0,99.9,113.3,87.8,50.0,25.5,20.7,40.0,9-17,9-28,127.7,60.7,11.2,35.5,16.4,22-37,10-24,80,55,138.5,90.7
2024-11-26,Virginia,Manhattan,H,0.1,112.1,108.4,119.5,59.3,12.9,25.0,27.8,23-40,6-14,104.9,53.8,22.6,32.3,18.9,12-27,11-26,65,74,113.9,122.1
2024-11-29,Virginia,Holy Cross,H,0.1,103.6,76.9,116.4,51.8,10.4,28.1,21.8,15-30,9-25,71.3,38.2,19.1,20.0,9.8,12-29,5-22,41,67,82.6,113.5
2024-12-04,Virginia,Florida,A,-0.1,122.5,112.5,107.2,52.6,23.3,40.6,17.5,18-36,8-21,135.2,60.0,9.3,34.4,35.0,21-35,10-25,87,69,142.8,113.7
2024-12-07,Virginia,SMU,A,-0.5,90.2,86.5,80.8,42.6,22.2,9.7,25.5,8-28,8-19,99.8,49.0,19.0,26.7,40.8,15-25,6-24,63,51,103.9,87.1
2024-12-12,Virginia,Bethune Cookman,H,-0.4,93.2,89.2,103.0,51.0,19.2,32.3,24.0,15-27,7-23,71.6,35.5,14.0,19.5,10.9,12-35,5-20,41,59,89.8,93.9
2024-11-04,Stanford,Denver,H,0.0,111.1,98.5,122.8,54.6,15.9,42.9,27.7,25-42,7-23,89.5,49.0,28.9,32.3,47.9,19-31,3-17,62,85,96.6,109.9
2024-11-08,Stanford,Cal St. Fullerton,H,0.1,112.4,100.5,126.0,56.6,14.2,34.5,49.1,12-21,12-32,83.4,36.3,22.0,22.6,82.5,10-28,3-12,53,80,97.1,106.8
2024-11-12,Stanford,Northern Arizona,H,0.1,131.7,111.3,147.1,66.7,9.8,41.7,28.1,20-34,12-23,104.6,51.8,16.3,27.6,14.3,17-34,8-22,64,90,113.6,131.0
2024-11-17,Stanford,UC Davis,H,0.2,113.8,97.2,109.0,43.3,13.8,37.2,37.3,17-39,8-28,89.7,50.0,19.3,9.4,32.1,19-37,5-16,65,79,92.8,100.7
2024-11-20,Stanford,Norfolk St.,H,0.2,105.9,99.7,110.4,41.1,9.5,39.1,66.1,11-22,8-34,99.4,49.1,18.9,20.0,20.4,19-38,5-16,63,70,102.7,102.1
2024-11-23,Stanford,Santa Clara,A,0.8,104.6,93.9,101.2,48.4,17.1,35.7,33.3,23-50,5-13,98.3,45.3,24.2,36.4,49.1,18-34,4-19,69,71,102.1,93.3
2024-11-26,Stanford,Grand Canyon,N,0.1,101.6,98.7,95.2,41.3,17.4,31.6,38.1,20-41,4-22,104.6,50.9,16.1,18.8,53.7,20-42,5-12,78,71,105.3,90.6
2024-11-30,Stanford,Cal Poly,H,-0.9,114.9,124.2,117.0,53.7,11.7,26.3,32.8,21-34,10-33,126.1,63.9,18.2,26.7,36.1,21-31,12-30,97,90,127.3,111.0
2024-12-03,Stanford,Utah Valley,H,-0.8,105.2,89.2,104.3,51.6,17.6,27.0,27.0,25-43,5-20,85.3,40.8,16.3,25.0,24.6,19-48,5-17,63,77,89.4,95.3
2024-12-07,Stanford,California,A,-0.4,136.5,110.0,134.7,62.3,10.6,26.9,35.1,19-34,11-23,122.6,47.9,10.6,47.6,22.5,22-50,8-21,81,89,120.6,130.7
2024-12-17,Stanford,Merrimack,H,-0.3,116.0,105.5,110.0,54.5,16.3,29.7,35.7,14-33,11-23,101.1,50.0,16.3,15.6,30.9,17-30,7-25,68,74,101.9,104.0
2024-11-04,California,Cal St. Bakersfield,H,0.0,113.4,104.0,118.2,48.2,15.1,39.5,70.2,17-34,7-23,100.3,50.8,23.4,35.0,29.0,18-46,9-16,73,86,98.0,110.3
2024-11-07,California,Cal Poly,H,0.1,111.4,101.4,120.4,54.6,13.2,37.8,43.1,19-39,11-26,96.5,46.6,23.8,25.6,39.7,12-32,10-26,73,91,98.3,108.5
2024-11-13,California,Vanderbilt,A,-0.3,93.7,100.8,90.7,48.2,26.3,23.5,38.2,19-41,5-14,111.8,56.6,10.5,21.1,22.1,28-43,7-25,85,69,108.1,85.5
2024-11-17,California,USC,A,0.2,113.6,95.9,107.7,55.5,19.7,25.0,23.6,20-34,7-21,100.1,49.1,15.2,27.3,24.6,19-36,6-21,66,71,97.6,101.0
2024-11-21,California,Air Force,H,0.2,111.5,111.5,118.1,57.7,22.7,43.3,51.9,24-39,4-13,104.5,61.8,24.2,25.0,21.6,15-27,11-24,69,78,102.7,109.7
2024-11-24,California,Sacramento St.,H,0.3,110.4,120.5,116.2,53.8,18.2,35.1,73.6,18-27,7-26,107.8,51.7,15.4,27.8,44.8,15-31,10-27,77,83,105.0,108.7
2024-11-27,California,Mercyhurst,H,0.3,109.4,96.9,124.5,65.1,21.5,37.0,34.0,18-32,11-21,84.5,40.6,16.9,20.0,30.2,17-40,3-13,55,81,86.8,112.0
2024-12-03,California,Missouri,A,-0.1,130.3,112.3,122.4,58.1,19.7,42.4,40.3,21-38,10-24,129.0,68.9,14.5,20.0,71.7,32-44,3-9,98,93,121.6,118.6
2024-12-07,California,Stanford,H,-0.9,120.4,131.1,122.6,47.9,10.6,47.6,22.5,22-50,8-21,134.7,62.3,10.6,26.9,35.1,19-34,11-23,89,81,136.7,109.9
2024-12-10,California,Cornell,H,-1.7,103.8,117.2,109.5,53.1,24.6,43.6,25.0,16-31,12-33,120.5,56.0,13.7,33.3,29.9,24-35,9-32,88,80,120.4,99.9
2024-12-14,California,Northwestern St.,H,-1.7,121.9,114.4,130.7,64.2,20.2,37.9,39.6,16-28,12-25,102.7,50.0,17.1,35.1,27.6,17-38,8-20,66,84,105.0,117.4
2024-11-04,Clemson,Charleston Southern,H,0.0,119.6,100.1,129.8,57.7,10.0,36.1,36.9,21-44,11-21,91.3,51.0,25.7,28.9,54.0,9-25,11-25,64,91,103.2,116.4
2024-11-08,Clemson,Saint Francis,H,0.1,112.2,94.9,122.5,69.6,22.3,32.0,30.4,21-29,12-27,86.3,46.4,22.3,20.0,25.0,14-36,8-20,62,88,95.9,111.2
2024-11-12,Clemson,Eastern Kentucky,H,0.1,110.3,97.8,115.9,51.6,20.1,50.0,31.1,21-37,7-24,95.8,47.5,23.2,37.1,8.2,20-37,6-24,62,75,107.8,104.0
2024-11-17,Clemson,Boise St.,A,-0.2,112.4,106.0,100.2,41.2,11.3,31.1,29.4,19-43,6-25,118.5,51.8,16.9,35.5,54.5,18-31,7-24,84,71,123.2,97.3
2024-11-21,Clemson,Radford,H,-0.2,113.8,84.0,123.0,62.2,17.1,23.1,44.9,14-26,11-23,79.4,34.5,17.1,26.8,34.5,13-35,4-20,51,79,91.6,108.9
2024-11-25,Clemson,San Francisco,N,0.3,119.2,90.1,113.8,54.3,19.5,43.8,17.2,21-41,7-17,89.4,47.1,21.1,16.1,13.7,12-27,8-24,55,70,102.5,100.7
2024-11-26,Clemson,Penn St.,N,0.9,115.2,91.0,108.2,51.8,18.8,31.4,35.1,16-38,9-19,96.7,50.0,24.5,30.3,26.8,22-38,4-18,67,75,106.9,98.6
2024-11-29,Clemson,Florida A&M,H,0.9,115.4,108.7,130.0,57.5,13.6,39.4,33.3,21-35,9-25,87.6,51.8,24.2,20.0,10.9,12-29,11-26,58,86,104.0,112.6
2024-12-03,Clemson,Kentucky,H,1.5,109.7,86.3,103.3,43.1,11.8,34.1,29.2,16-40,8-25,97.4,43.7,17.7,34.1,28.6,17-36,7-27,66,70,107.9,93.7
2024-12-07,Clemson,Miami FL,A,1.9,103.7,84.5,109.7,47.4,11.8,33.3,20.7,14-31,9-27,92.8,44.6,21.9,35.3,10.7,19-31,4-25,55,65,102.6,100.1
2024-12-14,Clemson,Memphis,H,1.3,114.0,107.0,109.9,52.2,17.4,33.3,22.4,20-36,10-31,116.6,61.7,21.4,32.3,28.3,19-35,12-25,87,82,128.4,100.4
2024-12-17,Clemson,South Carolina,A,0.9,123.3,113.4,116.5,53.9,13.2,25.0,32.8,21-43,9-21,120.4,57.8,15.9,35.5,58.6,23-41,7-17,91,88,130.8,107.8
2024-11-04,Syracuse,Le Moyne,H,0.0,102.1,117.6,111.2,45.8,14.2,44.4,43.1,27-50,4-22,106.0,57.0,20.7,21.2,40.4,19-32,9-25,82,86,108.4,102.0
2024-11-12,Syracuse,Colgate,H,0.1,102.5,107.1,105.7,50.0,10.0,26.2,11.4,23-47,8-23,102.8,51.6,8.6,12.8,17.2,18-37,10-27,72,74,101.4,100.4
2024-11-16,Syracuse,Youngstown St.,H,0.1,115.7,120.5,116.0,54.1,12.3,31.0,52.1,32-51,5-22,106.0,50.0,11.2,14.0,41.7,24-41,8-31,95,104,109.8,105.1
2024-11-21,Syracuse,Texas,N,-0.3,102.3,98.7,97.6,50.0,16.3,22.9,31.6,21-36,5-21,103.6,50.0,14.8,26.7,24.1,23-43,4-15,70,66,106.4,88.7
2024-11-22,Syracuse,Texas Tech,N,-0.7,117.4,104.3,109.4,47.2,17.7,32.3,52.8,16-32,6-21,116.8,49.2,4.4,23.7,33.3,19-39,8-24,79,74,116.4,102.9
2024-11-27,Syracuse,Cornell,H,-0.5,101.5,94.3,108.5,44.5,7.9,29.5,27.4,25-60,5-13,95.2,50.0,15.9,10.3,19.4,13-22,12-40,72,82,98.7,98.4
2024-12-03,Syracuse,Tennessee,A,-0.6,124.8,117.4,99.7,54.7,15.7,15.6,39.6,20-34,6-19,136.8,61.5,11.4,38.2,36.9,25-36,10-29,96,70,130.4,98.9
2024-12-07,Syracuse,Notre Dame,A,-1.1,98.5,94.3,94.0,47.1,19.1,21.9,47.1,24-42,0-9,101.3,53.1,22.0,27.3,55.1,14-27,8-22,69,64,99.0,90.1
2024-12-10,Syracuse,Albany,H,-1.1,130.1,120.0,140.1,68.3,15.1,37.5,28.6,34-48,6-15,116.8,52.9,6.9,29.3,27.1,22-42,10-28,85,102,117.7,130.3
2024-12-14,Syracuse,Georgetown,H,-1.9,110.7,109.1,104.4,46.3,14.7,29.4,53.7,19-38,4-16,110.3,52.3,14.7,33.3,16.9,25-40,6-25,75,71,109.4,98.7
2024-11-04,Miami FL,Fairleigh Dickinson,H,0.0,132.8,107.0,151.7,71.7,10.7,38.5,26.1,39-52,7-17,96.7,53.8,20.1,18.2,45.3,18-30,7-23,72,113,98.4,129.5
2024-11-10,Miami FL,Binghamton,H,0.0,118.3,102.7,128.5,57.8,10.2,25.8,43.1,17-27,11-31,93.4,49.1,17.5,16.7,27.3,15-31,8-24,64,88,91.9,112.0
2024-11-17,Miami FL,Coppin St.,H,0.1,126.1,114.2,138.5,67.2,13.4,34.5,14.1,22-37,14-27,93.9,45.5,11.9,17.9,37.5,18-40,5-16,63,93,92.4,120.8
2024-11-21,Miami FL,Drake,N,-0.5,120.7,128.2,112.1,50.0,14.6,19.2,65.9,10-23,8-21,130.0,50.0,9.8,43.8,50.0,22-37,4-19,80,69,125.5,99.0
2024-11-22,Miami FL,Oklahoma St.,N,-1.2,110.9,121.0,112.2,50.0,19.7,39.4,36.2,20-34,6-24,121.3,56.1,12.1,33.3,36.8,17-35,10-22,80,74,121.6,95.0
2024-11-24,Miami FL,VCU,N,-1.7,120.1,118.8,110.1,45.0,14.2,36.8,31.7,18-37,6-23,121.1,60.0,17.3,33.3,27.3,18-27,10-28,77,70,118.8,95.6
2024-11-30,Miami FL,Charleston Southern,H,-2.6,109.1,130.5,116.3,57.6,14.7,25.8,23.7,16-26,12-33,122.2,59.5,17.7,36.4,17.5,21-39,11-24,83,79,118.6,102.3
2024-12-03,Miami FL,Arkansas,H,-3.3,120.1,105.1,108.1,55.8,16.3,25.0,13.3,20-31,9-29,112.5,57.3,16.3,26.5,14.5,19-39,11-23,76,73,106.5,97.7
2024-12-07,Miami FL,Clemson,H,-3.9,102.7,100.1,92.8,44.6,21.9,35.3,10.7,19-31,4-25,109.7,47.4,11.8,33.3,20.7,14-31,9-27,65,55,103.4,84.4
2024-12-10,Miami FL,Tennessee,N,-4.0,109.0,99.2,91.6,45.9,20.7,26.8,16.4,16-28,8-33,110.9,57.7,16.3,18.5,34.6,15-27,10-25,75,62,106.3,81.7
2024-12-15,Miami FL,Presbyterian,H,-4.0,136.9,122.8,146.7,74.0,14.0,30.0,42.3,28-38,7-14,117.1,53.2,4.7,23.7,19.0,20-36,9-27,75,94,113.2,129.6
2024-11-06,Auburn,Vermont,H,0.1,132.4,73.5,134.8,68.8,12.9,27.6,17.2,20-29,16-35,61.7,30.2,22.9,22.2,19.0,10-35,5-23,43,94,76.7,103.0
2024-11-09,Auburn,Houston,N,0.9,139.3,101.0,118.9,59.8,19.3,37.9,37.3,20-28,7-23,110.9,45.7,16.1,40.5,37.9,19-45,5-13,69,74,126.3,94.4
2024-11-13,Auburn,Kent St.,H,1.1,129.1,94.2,124.8,54.4,9.5,34.4,38.6,22-33,6-24,88.5,36.9,12.6,28.6,24.6,15-40,5-21,56,79,101.5,98.9
2024-11-18,Auburn,North Alabama,H,1.2,128.3,100.6,137.6,71.4,14.8,30.8,27.0,27-36,12-27,93.1,46.1,17.5,22.9,17.2,22-49,5-15,69,102,111.6,105.5
2024-11-25,Auburn,Iowa St.,N,1.9,127.8,102.3,116.7,55.1,16.9,31.3,37.3,19-32,9-27,113.9,53.8,12.7,16.7,54.7,18-35,7-18,81,83,129.8,92.6
2024-11-26,Auburn,North Carolina,N,2.5,124.3,87.2,114.8,51.4,10.8,27.5,24.6,19-39,11-30,97.2,48.4,13.5,18.4,30.6,21-46,6-16,72,85,106.5,94.5
2024-11-27,Auburn,Memphis,N,3.0,144.6,100.0,134.2,63.3,13.4,37.9,28.3,26-36,8-24,113.3,55.4,16.4,27.6,33.9,22-47,6-9,76,90,122.6,111.6
2024-12-04,Auburn,Duke,A,2.9,152.9,117.1,124.3,53.1,12.7,40.5,18.8,19-39,10-25,133.8,57.8,6.4,33.3,46.6,20-36,9-22,84,78,145.6,103.4
2024-12-08,Auburn,Richmond,H,3.0,125.8,81.6,133.5,57.2,9.5,41.7,39.1,20-39,13-30,73.5,32.2,20.4,22.7,32.2,10-29,6-30,54,98,88.3,103.2
2024-12-14,Auburn,Ohio St.,N,3.5,145.3,78.3,139.3,54.9,7.7,41.0,19.4,20-42,13-30,81.1,41.2,12.2,13.2,37.3,12-35,6-16,53,91,93.8,110.6
2024-12-17,Auburn,Georgia St.,H,3.5,121.6,91.4,134.4,64.8,14.8,37.0,42.6,26-36,9-25,79.3,37.1,26.9,41.5,32.3,17-40,4-22,59,100,98.4,101.3
2024-11-04,Alabama,UNC Asheville,H,0.1,134.3,82.7,148.4,70.0,13.5,48.3,61.7,30-42,8-18,72.9,31.5,12.1,25.5,19.2,14-47,6-26,54,110,89.9,117.5
2024-11-08,Alabama,Arkansas St.,H,0.3,109.6,94.0,104.1,45.5,14.2,29.8,66.7,21-35,6-31,93.5,45.2,15.4,18.2,58.1,19-34,6-28,79,88,101.0,88.8
2024-11-11,Alabama,McNeese St.,H,0.5,112.3,89.8,107.8,55.0,22.5,30.3,48.0,11-16,11-34,95.8,45.1,19.5,31.6,18.0,17-37,7-24,64,72,102.7,92.5
2024-11-15,Alabama,Purdue,A,0.3,126.9,110.7,115.6,51.6,11.9,30.6,23.8,19-34,9-29,128.9,56.3,4.4,27.8,39.7,22-47,9-16,87,78,134.5,102.3
2024-11-20,Alabama,Illinois,N,1.0,141.0,96.1,123.0,59.3,8.6,18.9,17.3,28-41,11-34,107.0,52.1,16.0,31.8,33.8,22-41,10-30,87,100,113.2,107.0
2024-11-26,Alabama,Houston,N,1.8,132.8,95.6,112.5,45.1,19.8,47.7,67.2,11-30,11-31,105.9,41.5,15.9,36.4,50.8,18-46,6-19,80,85,115.5,95.1
2024-11-27,Alabama,Rutgers,N,2.2,124.2,106.6,120.5,60.3,25.4,45.7,62.1,20-33,10-25,114.1,46.2,11.4,30.8,53.8,27-52,2-13,90,95,123.3,102.8
2024-11-30,Alabama,Oregon,N,1.8,120.3,101.9,109.9,51.6,20.4,35.7,31.3,15-26,12-38,112.6,47.7,10.9,29.3,37.9,24-49,5-17,83,81,120.1,95.1
2024-12-04,Alabama,North Carolina,A,2.5,122.1,85.2,112.7,57.7,16.8,22.9,18.3,23-38,12-33,94.7,44.2,15.6,31.9,20.5,27-50,5-28,79,94,100.5,98.1
2024-12-14,Alabama,Creighton,H,2.9,121.0,93.5,110.6,47.1,14.7,38.6,31.4,24-40,6-30,100.0,51.7,17.3,14.7,26.7,19-33,8-27,75,83,106.2,95.8
2024-12-18,Alabama,North Dakota,A,3.0,119.0,121.7,129.3,61.1,18.7,45.7,47.6,22-29,11-34,120.0,54.6,14.7,36.4,10.5,16-35,17-41,90,97,129.7,110.4
2024-11-04,Kansas,Howard,H,0.1,115.3,80.5,122.3,70.8,19.7,21.7,30.2,21-31,11-22,80.1,44.8,23.9,21.6,20.7,14-36,8-22,57,87,89.7,109.4
2024-11-08,Kansas,North Carolina,H,0.5,128.3,103.6,118.9,52.6,5.2,28.6,22.4,31-55,6-21,115.0,48.4,14.2,27.0,49.2,20-40,7-23,89,92,127.6,107.8
2024-11-12,Kansas,Michigan St.,N,1.1,105.8,81.0,97.8,44.2,12.7,25.6,31.9,23-52,5-17,87.7,37.0,14.0,23.4,30.4,21-45,3-24,69,77,99.7,86.8
2024-11-16,Kansas,Oakland,H,1.1,123.3,94.4,123.9,64.3,12.7,23.1,19.6,24-36,8-20,90.5,49.1,19.1,27.8,21.8,18-33,6-22,57,78,102.2,110.3
2024-11-19,Kansas,UNC Wilmington,H,1.3,116.2,94.1,120.0,59.7,14.3,29.0,25.8,28-37,6-25,94.3,42.9,17.1,25.6,42.9,15-37,6-19,66,84,108.7,105.1
2024-11-26,Kansas,Duke,N,2.1,134.9,92.7,110.1,56.1,23.5,33.3,21.1,20-40,8-17,105.7,61.5,23.5,19.2,37.5,13-22,11-26,72,75,116.1,100.8
2024-11-30,Kansas,Furman,H,2.2,124.5,87.7,130.3,64.1,10.6,30.8,9.4,35-47,4-17,77.3,37.7,16.7,19.0,22.8,8-19,9-38,51,86,97.3,108.0
2024-12-04,Kansas,Creighton,A,1.9,98.6,101.8,90.1,41.4,7.1,19.1,11.4,17-47,8-23,108.7,58.5,21.4,21.4,32.1,13-24,12-29,76,63,120.7,81.6
2024-12-08,Kansas,Missouri,A,1.5,92.2,95.5,91.8,46.0,30.1,41.0,17.5,17-40,8-23,104.1,48.1,15.1,20.0,59.6,19-39,4-13,76,67,119.1,80.4
2024-12-14,Kansas,N.C. State,H,1.7,126.8,94.3,121.1,66.0,21.0,34.8,13.2,20-29,10-24,96.9,42.1,12.9,28.2,31.6,15-42,6-15,60,75,109.2,108.0
2024-11-04,Tennessee,Gardner Webb,H,0.1,113.5,96.1,118.4,58.2,16.3,26.7,38.2,20-32,8-23,94.7,49.1,22.2,32.3,27.3,18-32,6-23,64,80,113.7,104.9
2024-11-09,Tennessee,Louisville,A,0.7,123.3,76.0,114.6,66.0,29.8,48.0,20.8,20-34,10-19,81.8,35.0,22.3,31.7,21.7,6-21,10-39,55,77,96.9,103.2
2024-11-13,Tennessee,Montana,H,0.8,120.7,91.0,134.4,69.6,19.0,35.0,49.0,22-30,9-21,83.3,41.3,16.1,11.4,36.5,11-27,7-25,57,92,110.1,111.5
2024-11-17,Tennessee,Austin Peay,H,0.8,140.0,107.4,143.3,68.1,15.3,48.1,56.9,32-44,5-14,94.6,43.5,18.1,26.8,27.4,12-29,10-33,68,103,117.2,124.2
2024-11-21,Tennessee,Virginia,N,1.1,109.7,76.2,105.8,44.7,11.6,43.9,15.2,16-41,9-25,69.4,34.7,29.8,30.6,22.4,8-29,6-20,42,64,89.9,89.1
2024-11-22,Tennessee,Baylor,N,1.8,140.2,81.6,126.0,65.2,24.5,39.1,47.8,12-19,12-27,101.4,47.5,19.6,44.1,13.6,19-37,6-22,62,77,111.9,119.2
2024-11-27,Tennessee,Tennessee Martin,H,1.8,111.2,74.7,126.8,55.6,17.9,58.8,15.9,20-26,10-37,56.9,28.3,29.3,25.6,13.2,6-22,6-31,35,78,80.6,103.0
2024-12-03,Tennessee,Syracuse,H,2.0,130.4,98.9,136.8,61.5,11.4,38.2,36.9,25-36,10-29,99.7,54.7,15.7,15.6,39.6,20-34,6-19,70,96,124.8,117.4
2024-12-10,Tennessee,Miami FL,N,2.3,106.3,81.6,110.9,57.7,16.3,18.5,34.6,15-27,10-25,91.6,45.9,20.7,26.8,16.4,16-28,8-33,62,75,109.0,99.2
2024-12-14,Tennessee,Illinois,A,3.1,113.6,88.9,100.5,37.1,9.1,40.5,45.2,14-38,6-24,97.4,33.3,16.7,32.4,70.6,11-28,4-23,64,66,116.1,89.7
2024-12-17,Tennessee,Western Carolina,H,3.1,104.2,64.8,114.6,52.2,13.6,37.8,20.3,24-42,8-27,49.1,26.6,31.4,29.2,6.3,8-25,6-39,36,84,70.0,93.3
2024-11-04,Purdue,Texas A&M Corpus Chris,H,0.1,119.6,102.7,123.2,66.4,21.9,33.3,49.1,20-29,11-26,99.9,49.3,12.3,19.4,10.4,24-48,6-19,73,90,109.9,105.5
2024-11-08,Purdue,Northern Kentucky,H,0.2,114.1,87.3,115.8,61.8,20.9,30.8,27.5,18-29,9-22,80.5,34.2,20.9,37.5,24.6,12-34,5-23,50,72,87.7,100.1
2024-11-11,Purdue,Yale,H,0.4,127.6,108.1,126.7,64.4,13.8,20.0,61.5,17-29,11-23,115.7,56.9,13.8,29.7,29.2,25-39,8-26,84,92,122.8,111.9
2024-11-15,Purdue,Alabama,H,0.9,134.4,102.3,128.9,56.3,4.4,27.8,39.7,22-47,9-16,115.6,51.6,11.9,30.6,23.8,19-34,9-29,78,87,126.8,110.5
2024-11-19,Purdue,Marquette,A,0.7,99.0,95.9,85.5,46.0,22.1,15.6,36.0,14-32,6-18,112.0,51.7,8.8,18.2,25.0,19-35,8-25,76,58,113.9,79.7
2024-11-23,Purdue,Marshall,H,0.8,115.0,74.6,119.6,56.3,19.4,32.1,68.8,18-32,6-16,67.3,34.0,28.4,35.9,32.1,12-21,4-32,45,80,77.3,100.4
2024-11-28,Purdue,N.C. State,N,1.2,125.9,100.1,119.9,47.2,10.1,40.6,48.1,18-38,5-16,103.0,47.2,13.5,26.5,28.3,19-36,4-17,61,71,109.9,105.5
2024-11-29,Purdue,Mississippi,N,1.8,138.9,109.5,127.5,64.6,19.1,40.7,54.2,16-26,10-22,124.3,54.9,11.2,27.8,21.3,11-25,15-36,78,80,129.5,114.8
2024-12-05,Purdue,Penn St.,A,1.4,104.1,105.8,97.7,59.6,33.5,26.9,40.4,16-26,8-21,113.1,56.4,22.3,28.6,68.1,16-29,7-18,81,70,121.7,84.9
2024-12-08,Purdue,Maryland,H,2.0,129.3,105.8,119.0,55.3,11.5,28.6,19.7,23-40,9-26,111.9,53.8,14.3,31.4,13.6,19-40,11-26,78,83,122.6,102.1
2024-12-14,Purdue,Texas A&M,N,1.6,112.1,99.5,100.6,53.8,24.4,28.6,18.9,15-27,9-26,106.7,53.0,27.4,48.3,48.0,13-28,9-22,70,66,114.4,88.1
2024-11-04,Dayton,Saint Francis,H,0.0,110.1,92.4,123.3,51.5,9.9,41.5,36.8,23-36,8-32,80.8,43.1,18.4,13.2,19.0,16-37,6-21,57,87,89.2,106.1
2024-11-09,Dayton,Northwestern,H,0.4,110.3,98.0,103.6,60.9,20.4,11.1,54.3,16-25,8-21,96.3,49.1,23.3,31.3,23.2,20-36,5-20,66,71,104.6,89.3
2024-11-13,Dayton,Ball St.,H,0.4,106.4,97.5,109.1,52.8,11.3,21.2,54.7,22-34,4-19,97.8,46.2,21.3,15.2,46.2,12-34,8-18,69,77,97.8,101.3
2024-11-20,Dayton,New Mexico St.,H,0.5,114.6,95.0,122.1,55.2,11.6,38.2,31.0,17-31,10-27,87.5,40.9,14.9,26.3,25.5,15-38,5-17,53,74,97.3,104.1
2024-11-25,Dayton,North Carolina,N,0.0,126.9,105.4,115.9,52.7,12.9,31.0,20.3,18-42,14-32,118.5,60.2,19.3,26.7,63.0,19-31,9-23,92,90,120.0,107.1
2024-11-26,Dayton,Iowa St.,N,-0.2,139.8,112.0,122.5,65.0,16.0,29.2,52.0,22-32,7-18,129.8,55.2,10.2,27.6,50.0,26-41,4-17,89,84,132.4,112.4
2024-11-27,Dayton,Connecticut,N,0.5,132.8,93.4,131.3,58.0,15.4,34.6,60.0,17-33,8-17,103.5,48.4,7.7,20.0,17.7,18-33,8-29,67,85,112.2,114.1
2024-12-03,Dayton,Western Michigan,H,0.5,117.9,124.6,129.7,61.5,15.2,36.0,45.8,16-27,9-21,116.2,58.3,21.9,40.0,13.0,24-37,5-17,69,77,125.2,112.8
2024-12-07,Dayton,Lehigh,H,0.5,127.1,100.6,136.3,71.4,6.3,3.8,46.9,14-27,14-22,98.3,45.2,6.3,20.0,17.7,16-39,8-23,62,86,102.8,121.8
2024-12-14,Dayton,Marquette,H,1.1,118.9,97.0,114.8,50.8,11.3,42.9,26.2,25-42,4-19,101.8,49.1,21.0,32.4,27.8,13-25,9-29,63,71,112.3,97.7
2024-12-17,Dayton,UNLV,H,1.2,112.6,104.3,110.7,52.0,13.4,24.1,31.4,19-30,5-21,109.1,49.1,11.7,25.8,30.2,14-34,8-19,65,66,112.9,100.0
2024-11-04,Arizona,Canisius,H,0.0,115.0,93.7,129.2,54.4,12.5,45.9,39.7,25-40,8-28,88.9,52.9,26.4,16.1,25.5,12-25,10-26,64,93,98.4,118.1
2024-11-09,Arizona,Old Dominion,H,0.0,120.3,72.9,138.0,56.0,12.2,55.8,38.7,30-53,8-22,59.5,33.3,24.3,20.5,29.8,16-41,2-16,44,102,76.7,117.0
